source,line_hash,target,arm,canonical_tokens,target_in_training_vocabulary,target_present,original_rank,diagnostic_rank,category,target_score,third_other_word,third_other_score,margin_to_top3,candidate_count,diagnostic_candidate_count,fp32_checked,fp32_diagnostic_rank,fp32_margin
blogs,75ec673b2b31cde02d81eb99e409f3c60f43ed1afdb8d3477a01196e43e64dc7,there,beam16,1,True,True,9,9,covered_below_top3,-3.585308074951172,i'm,-2.779376983642578,-0.8059310913085938,383,383,False,,
blogs,640a825583d8a72a7cd2175016d14e07d28d2bdd55709dbc8634270dfaec9da5,checkmark,baseline,2,True,False,,256,missing_still_below_top3,-12.130979537963867,the,-2.8210926055908203,-9.309886932373047,258,259,False,,
blogs,640a825583d8a72a7cd2175016d14e07d28d2bdd55709dbc8634270dfaec9da5,checkmark,beam16,2,True,False,,266,missing_still_below_top3,-12.130979537963867,the,-2.8210926055908203,-9.309886932373047,386,387,False,,
blogs,91507145be5cf1fad2815adf342860b6bdac455d8db048b0374aa8c35cea72ae,recommend,baseline,1,True,True,1,1,already_top3,-1.3796615600585938,have,-3.0049209594726562,1.6252593994140625,256,256,False,,
blogs,91507145be5cf1fad2815adf342860b6bdac455d8db048b0374aa8c35cea72ae,recommend,beam16,1,True,True,1,1,already_top3,-1.3796615600585938,have,-3.0049209594726562,1.6252593994140625,384,384,False,,
blogs,b72474f50716169e9748a2eb8e76b7ab5e47c06dda75b8e74db7920d216f09bc,daisy,baseline,2,True,False,,213,missing_still_below_top3,-10.476831436157227,or,-3.8541107177734375,-6.622720718383789,257,258,False,,
blogs,b72474f50716169e9748a2eb8e76b7ab5e47c06dda75b8e74db7920d216f09bc,daisy,beam16,2,True,False,,279,missing_still_below_top3,-10.476831436157227,or,-3.8541107177734375,-6.622720718383789,385,386,False,,
blogs,4e8895ae50463f9bb1588854743dfddeff57c6d568879614efeb3e276882ab37,it,baseline,1,True,True,5,5,covered_below_top3,-3.7481250762939453,smart,-3.6075801849365234,-0.14054489135742188,258,258,False,,
blogs,4e8895ae50463f9bb1588854743dfddeff57c6d568879614efeb3e276882ab37,it,beam16,1,True,True,5,5,covered_below_top3,-3.7481250762939453,smart,-3.6075801849365234,-0.14054489135742188,386,386,False,,
blogs,8334b4540dfa719754aa0de65ed2e2986c1843ed87663872cd9a57a7753146d8,on,baseline,1,True,True,5,5,covered_below_top3,-3.188488006591797,is,-2.5935630798339844,-0.5949249267578125,258,258,False,,
blogs,8334b4540dfa719754aa0de65ed2e2986c1843ed87663872cd9a57a7753146d8,on,beam16,1,True,True,5,5,covered_below_top3,-3.188488006591797,is,-2.5935630798339844,-0.5949249267578125,386,386,False,,
blogs,c32c3e1300b8358f8bf7ec24bd106bbef01d3579e2c273272d5efc7b145fa792,a,baseline,1,True,True,4,4,covered_below_top3,-3.0756492614746094,it,-2.563518524169922,-0.5121307373046875,256,256,False,,
blogs,c32c3e1300b8358f8bf7ec24bd106bbef01d3579e2c273272d5efc7b145fa792,a,beam16,1,True,True,4,4,covered_below_top3,-3.0756492614746094,it,-2.563518524169922,-0.5121307373046875,384,384,False,,
blogs,41b8bc114e6a873a647502ff550d0b54a9f7fdb2fdb10bff657a8df21d400073,project,baseline,1,True,False,,254,missing_still_below_top3,-11.72119140625,to,-3.284860610961914,-8.436330795288086,261,262,False,,
blogs,41b8bc114e6a873a647502ff550d0b54a9f7fdb2fdb10bff657a8df21d400073,project,beam16,1,True,False,,293,missing_still_below_top3,-11.72119140625,to,-3.284860610961914,-8.436330795288086,389,390,False,,
blogs,b57186493fa3a2c547d996aa77e54272d923628b38b4516aea24441809f9338e,could,baseline,1,True,True,26,26,covered_below_top3,-5.935464859008789,will,-2.794218063354492,-3.141246795654297,256,256,False,,
blogs,b57186493fa3a2c547d996aa77e54272d923628b38b4516aea24441809f9338e,could,beam16,1,True,True,27,27,covered_below_top3,-5.935464859008789,will,-2.794218063354492,-3.141246795654297,384,384,False,,
blogs,6fda27b4519c3b1f949aa789fafd4633a2f4715428108f635f869b6f6abb47e4,jake's,baseline,3,True,False,,209,missing_still_below_top3,-10.576517105102539,the,-2.2490081787109375,-8.327508926391602,256,257,False,,
blogs,6fda27b4519c3b1f949aa789fafd4633a2f4715428108f635f869b6f6abb47e4,jake's,beam16,3,True,True,245,245,covered_below_top3,-10.567070007324219,the,-2.2490081787109375,-8.318061828613281,384,384,False,,
blogs,8e31aa2486bd2af28e15adf7c3e90c3c5b00791a9a32397ade5784dc34970532,were,baseline,1,True,True,2,2,already_top3,-2.1425914764404297,great,-4.232725143432617,2.0901336669921875,257,257,False,,
blogs,8e31aa2486bd2af28e15adf7c3e90c3c5b00791a9a32397ade5784dc34970532,were,beam16,1,True,True,2,2,already_top3,-2.1425914764404297,great,-4.232725143432617,2.0901336669921875,385,385,False,,
blogs,7d7f9e354d8330b014d1ef7c7cb1d9701045bc373464c2dff27577df2203228f,be,baseline,1,True,True,98,98,covered_below_top3,-7.016042709350586,courage,-3.177204132080078,-3.838838577270508,259,259,False,,
blogs,7d7f9e354d8330b014d1ef7c7cb1d9701045bc373464c2dff27577df2203228f,be,beam16,1,True,True,104,104,covered_below_top3,-7.016042709350586,courage,-3.177204132080078,-3.838838577270508,387,387,False,,
blogs,32cd52cb54a0a85df0b971cd8c0dec12b0e8fca77376c9ed9eed5d52992e76d9,espresso,baseline,1,True,False,,233,missing_still_below_top3,-9.157777786254883,and,-3.9184436798095703,-5.2393341064453125,255,256,False,,
blogs,32cd52cb54a0a85df0b971cd8c0dec12b0e8fca77376c9ed9eed5d52992e76d9,espresso,beam16,1,True,False,,243,missing_still_below_top3,-9.157777786254883,and,-3.9184436798095703,-5.2393341064453125,383,384,False,,
blogs,3f11bb930af28be6636d3b7d33c9d93c16b75c68d23c735cac8a5f410b6e3565,until,baseline,1,True,True,24,24,covered_below_top3,-5.139888763427734,the,-3.593463897705078,-1.5464248657226562,256,256,False,,
blogs,3f11bb930af28be6636d3b7d33c9d93c16b75c68d23c735cac8a5f410b6e3565,until,beam16,1,True,True,24,24,covered_below_top3,-5.139888763427734,the,-3.593463897705078,-1.5464248657226562,384,384,False,,
blogs,c3c80837aa0856c9606e04dcab979b22143dbe7815d5c469b05d365064138398,author,baseline,1,True,True,102,102,covered_below_top3,-7.469745635986328,said,-3.6724853515625,-3.797260284423828,258,258,False,,
blogs,c3c80837aa0856c9606e04dcab979b22143dbe7815d5c469b05d365064138398,author,beam16,1,True,True,103,103,covered_below_top3,-7.469745635986328,said,-3.6724853515625,-3.797260284423828,386,386,False,,
blogs,f9c18fac0730e3adf3d480213575a4cbb220eb2947050930de7197229981d9fd,wine,baseline,1,True,True,1,1,already_top3,-0.5122566223144531,beer,-4.012474060058594,3.5002174377441406,261,261,False,,
blogs,f9c18fac0730e3adf3d480213575a4cbb220eb2947050930de7197229981d9fd,wine,beam16,1,True,True,1,1,already_top3,-0.5122566223144531,beer,-4.012474060058594,3.5002174377441406,389,389,False,,
blogs,3de6e4df992e71eb825eca79e7a59069fc50a064448f89979e471bcc3c22ba75,man,baseline,1,True,True,3,3,already_top3,-4.777252197265625,knowledge,-5.058065414428711,0.28081321716308594,260,260,False,,
blogs,3de6e4df992e71eb825eca79e7a59069fc50a064448f89979e471bcc3c22ba75,man,beam16,1,True,True,3,3,already_top3,-4.777252197265625,knowledge,-5.058065414428711,0.28081321716308594,388,388,False,,
blogs,cd672f6d7025d9ad0026cbba9bb3fe3ed6e71093ac88175f8ac2bc4e94f32a5a,cream,baseline,1,True,True,1,1,already_top3,-0.05889129638671875,is,-7.4637451171875,7.404853820800781,254,254,False,,
blogs,cd672f6d7025d9ad0026cbba9bb3fe3ed6e71093ac88175f8ac2bc4e94f32a5a,cream,beam16,1,True,True,1,1,already_top3,-0.05889129638671875,is,-7.4637451171875,7.404853820800781,382,382,False,,
blogs,ffffbefc9a109669ff1a3ad2756ffb1b534daee5f90fa1162e36b37538116f43,queen,baseline,1,True,False,,247,missing_still_below_top3,-11.024499893188477,that,-3.1174182891845703,-7.907081604003906,259,260,False,,
blogs,ffffbefc9a109669ff1a3ad2756ffb1b534daee5f90fa1162e36b37538116f43,queen,beam16,1,True,False,,258,missing_still_below_top3,-11.024499893188477,that,-3.1174182891845703,-7.907081604003906,387,388,False,,
blogs,bf42c863d826b55a8070e1b8271fe6f2e04ddbc417207c1f1eb541701a91196f,that,baseline,1,True,True,1,1,already_top3,-0.9852371215820312,i,-2.964427947998047,1.9791908264160156,256,256,False,,
blogs,bf42c863d826b55a8070e1b8271fe6f2e04ddbc417207c1f1eb541701a91196f,that,beam16,1,True,True,1,1,already_top3,-0.9852371215820312,i,-2.964427947998047,1.9791908264160156,384,384,False,,
blogs,d67f3e27829d44de0441ec7eed10ea7e2c56c932e9f84f5bd174bd098965c994,license,baseline,1,True,False,,258,missing_still_below_top3,-12.784709930419922,hot,-3.176990509033203,-9.607719421386719,262,263,False,,
blogs,d67f3e27829d44de0441ec7eed10ea7e2c56c932e9f84f5bd174bd098965c994,license,beam16,1,True,False,,368,missing_still_below_top3,-12.784709930419922,hot,-3.176990509033203,-9.607719421386719,390,391,False,,
blogs,0989b5237eb48e59cad83dca5762b211d7ce5641230183f24ce883fe76205abd,our,baseline,1,True,True,1,1,already_top3,-0.4268836975097656,my,-3.1770553588867188,2.750171661376953,257,257,False,,
blogs,0989b5237eb48e59cad83dca5762b211d7ce5641230183f24ce883fe76205abd,our,beam16,1,True,True,1,1,already_top3,-0.4268836975097656,my,-3.1770553588867188,2.750171661376953,385,385,False,,
blogs,5cd9b83ec4ed2b0d02e2007d2c0408dba6b5ac9fc94263f469660eb274c34f1b,little,baseline,1,True,True,20,20,covered_below_top3,-5.270534515380859,sunday,-2.8504409790039062,-2.420093536376953,256,256,False,,
blogs,5cd9b83ec4ed2b0d02e2007d2c0408dba6b5ac9fc94263f469660eb274c34f1b,little,beam16,1,True,True,21,21,covered_below_top3,-5.270534515380859,sunday,-2.8504409790039062,-2.420093536376953,380,380,False,,
blogs,dce1fad10ecb15835e20e771fa9582bbfa84509f2029a76bc26617a09e82b6b4,be,baseline,1,True,True,1,1,already_top3,-0.050136566162109375,describe,-5.534515380859375,5.484378814697266,262,262,False,,
blogs,dce1fad10ecb15835e20e771fa9582bbfa84509f2029a76bc26617a09e82b6b4,be,beam16,1,True,True,1,1,already_top3,-0.050136566162109375,describe,-5.534515380859375,5.484378814697266,390,390,False,,
blogs,cf963c65aa4e6aec5caff27f73e21a65cd1c496deca38dead971f519caa4a10f,he,baseline,1,True,True,4,4,covered_below_top3,-3.3887672424316406,and,-3.091876983642578,-0.2968902587890625,256,256,False,,
blogs,cf963c65aa4e6aec5caff27f73e21a65cd1c496deca38dead971f519caa4a10f,he,beam16,1,True,True,4,4,covered_below_top3,-3.3887672424316406,and,-3.091876983642578,-0.2968902587890625,384,384,False,,
blogs,eb9f5bb77c9a3c3e31f269b25b42f96b69b7430186e38f0867f9015ccaa73417,benefit,baseline,1,True,False,,247,missing_still_below_top3,-8.909221649169922,essence,-3.237285614013672,-5.67193603515625,258,259,False,,
blogs,eb9f5bb77c9a3c3e31f269b25b42f96b69b7430186e38f0867f9015ccaa73417,benefit,beam16,1,True,False,,248,missing_still_below_top3,-8.909221649169922,essence,-3.237285614013672,-5.67193603515625,386,387,False,,
blogs,bd8985b74110ad26e2fc4ca3546ed2b4395d03a592c0585c2d7de7e26f1fab49,a,baseline,1,True,True,53,53,covered_below_top3,-6.881801605224609,through,-3.239124298095703,-3.6426773071289062,260,260,False,,
blogs,bd8985b74110ad26e2fc4ca3546ed2b4395d03a592c0585c2d7de7e26f1fab49,a,beam16,1,True,True,53,53,covered_below_top3,-6.881801605224609,through,-3.239124298095703,-3.6426773071289062,388,388,False,,
blogs,7cc50f2dcfa90fef70167174027dcc0a2745896138b6bca25927ca90a44949c9,got,baseline,1,True,True,14,14,covered_below_top3,-4.568286895751953,went,-3.6147842407226562,-0.9535026550292969,267,267,False,,
blogs,7cc50f2dcfa90fef70167174027dcc0a2745896138b6bca25927ca90a44949c9,got,beam16,1,True,True,16,16,covered_below_top3,-4.568286895751953,walked,-2.9271240234375,-1.6411628723144531,394,394,False,,
blogs,1c5951e89a7e0d1267c533d6451876a1334d82fe301be34c567c2f0ab8d99491,to,baseline,1,True,True,1,1,already_top3,-0.16351699829101562,the,-4.2423858642578125,4.078868865966797,256,256,False,,
blogs,1c5951e89a7e0d1267c533d6451876a1334d82fe301be34c567c2f0ab8d99491,to,beam16,1,True,True,1,1,already_top3,-0.16351699829101562,the,-4.2423858642578125,4.078868865966797,384,384,False,,
blogs,b25f994e529814b9fdf2bb21c64f49575041399a9bbcac0b4eea0554023236f1,coffee,baseline,1,True,False,,233,missing_still_below_top3,-8.342174530029297,they,-3.3600330352783203,-4.982141494750977,260,261,False,,
blogs,b25f994e529814b9fdf2bb21c64f49575041399a9bbcac0b4eea0554023236f1,coffee,beam16,1,True,False,,243,missing_still_below_top3,-8.342174530029297,they,-3.3600330352783203,-4.982141494750977,386,387,False,,
blogs,7a3925616ed56a8b85d5847676ae5aa6555e924f9eafdd9a0c743f1a2e30b300,alone,baseline,1,True,True,90,90,covered_below_top3,-6.703899383544922,not,-2.5004425048828125,-4.203456878662109,256,256,False,,
blogs,7a3925616ed56a8b85d5847676ae5aa6555e924f9eafdd9a0c743f1a2e30b300,alone,beam16,1,True,True,90,90,covered_below_top3,-6.703899383544922,not,-2.5004425048828125,-4.203456878662109,384,384,False,,
blogs,7ed840123b75f79024bc8d1dc218fd0f321c243a4f61574d890d2d41b9ef8f5c,breakdown,baseline,1,True,False,,257,missing_still_below_top3,-12.018054962158203,set,-3.4067516326904297,-8.611303329467773,259,260,False,,
blogs,7ed840123b75f79024bc8d1dc218fd0f321c243a4f61574d890d2d41b9ef8f5c,breakdown,beam16,1,True,False,,281,missing_still_below_top3,-12.018054962158203,set,-3.4067516326904297,-8.611303329467773,387,388,False,,
blogs,352c4a5237c0f7936acfceaf5fcb6ad851c1ec3bec851f002f8f2afc631ec909,pieces,baseline,1,True,False,,246,missing_still_below_top3,-10.862991333007812,time,-4.041267395019531,-6.821723937988281,257,258,False,,
blogs,352c4a5237c0f7936acfceaf5fcb6ad851c1ec3bec851f002f8f2afc631ec909,pieces,beam16,1,True,False,,250,missing_still_below_top3,-10.862991333007812,time,-4.041267395019531,-6.821723937988281,385,386,False,,
blogs,d2060adc06b000c7a152cb9ebd9c97fc8482baccbb7d26a051b8c99ecedb0020,surely,baseline,1,True,False,,256,missing_still_below_top3,-10.858512878417969,in,-2.7788429260253906,-8.079669952392578,256,257,False,,
blogs,d2060adc06b000c7a152cb9ebd9c97fc8482baccbb7d26a051b8c99ecedb0020,surely,beam16,1,True,False,,264,missing_still_below_top3,-10.858512878417969,in,-2.7788429260253906,-8.079669952392578,383,384,False,,
blogs,48a8a3b3ef24a02d736f34936f68558dd17258253c096871ec4c33fd0feda660,what,baseline,1,True,True,97,97,covered_below_top3,-8.135173797607422,of,-5.364383697509766,-2.7707901000976562,260,260,False,,
blogs,48a8a3b3ef24a02d736f34936f68558dd17258253c096871ec4c33fd0feda660,what,beam16,1,True,True,97,97,covered_below_top3,-8.135173797607422,of,-5.364383697509766,-2.7707901000976562,386,386,False,,
blogs,19d04f212bb0c9a83fc08d9844cccf7fa83000c4c8f5d5bf0bacd5a1bfdbcfe1,catch,baseline,1,True,False,,252,missing_still_below_top3,-10.647693634033203,on,-3.1854400634765625,-7.462253570556641,255,256,False,,
blogs,19d04f212bb0c9a83fc08d9844cccf7fa83000c4c8f5d5bf0bacd5a1bfdbcfe1,catch,beam16,1,True,False,,258,missing_still_below_top3,-10.647693634033203,on,-3.1854400634765625,-7.462253570556641,383,384,False,,
blogs,7cc7aa0a9cd8c2f9e0ad4e8bdde615c25d284ba8b1ce1e13bc16ad6ea987bf57,my,baseline,1,True,True,2,2,already_top3,-2.66162109375,that,-2.83270263671875,0.17108154296875,257,257,False,,
blogs,7cc7aa0a9cd8c2f9e0ad4e8bdde615c25d284ba8b1ce1e13bc16ad6ea987bf57,my,beam16,1,True,True,2,2,already_top3,-2.66162109375,that,-2.83270263671875,0.17108154296875,385,385,False,,
blogs,8af68e87d85431bd6bc7a862171855c16c0791857530d46d4dfec1deddc23696,tin,baseline,1,True,False,,257,missing_still_below_top3,-11.766132354736328,of,-4.942279815673828,-6.8238525390625,256,257,False,,
blogs,8af68e87d85431bd6bc7a862171855c16c0791857530d46d4dfec1deddc23696,tin,beam16,1,True,False,,352,missing_still_below_top3,-11.766132354736328,of,-4.942279815673828,-6.8238525390625,384,385,False,,
blogs,f4f91a0016cfe63d6bc462744ca56478e36afc5c906dfa42905d004ead7ac90a,arab,baseline,1,True,True,2,2,already_top3,-3.2891769409179688,italian,-3.8082447052001953,0.5190677642822266,273,273,False,,
blogs,f4f91a0016cfe63d6bc462744ca56478e36afc5c906dfa42905d004ead7ac90a,arab,beam16,1,True,True,4,4,covered_below_top3,-3.2891769409179688,indian,-2.9657344818115234,-0.3234424591064453,401,401,False,,
blogs,d5054b72c01dd6e1d22489654daa3ef8d380be567c39326fe54107968958b2e0,had,baseline,1,True,True,2,2,already_top3,-2.8395023345947266,won,-3.202066421508789,0.3625640869140625,258,258,False,,
blogs,d5054b72c01dd6e1d22489654daa3ef8d380be567c39326fe54107968958b2e0,had,beam16,1,True,True,2,2,already_top3,-2.8395023345947266,did,-3.1683483123779297,0.3288459777832031,386,386,False,,
blogs,bb30fe263c00366818d0e6d06bfd8e9569b764d3ccb1384e3a002358c31381ae,enough,baseline,1,True,True,1,1,already_top3,-0.2050323486328125,strongly,-4.423526763916016,4.218494415283203,266,266,False,,
blogs,bb30fe263c00366818d0e6d06bfd8e9569b764d3ccb1384e3a002358c31381ae,enough,beam16,1,True,True,1,1,already_top3,-0.2050323486328125,strongly,-4.423526763916016,4.218494415283203,394,394,False,,
blogs,d267074911573a6de4266cd018b5ff9d916c188df7e0bc04617ed99ed72e7548,way,baseline,1,True,True,1,1,already_top3,-2.7828311920166016,movie,-3.925081253051758,1.1422500610351562,259,259,False,,
blogs,d267074911573a6de4266cd018b5ff9d916c188df7e0bc04617ed99ed72e7548,way,beam16,1,True,True,1,1,already_top3,-2.7828311920166016,movie,-3.925081253051758,1.1422500610351562,387,387,False,,
blogs,289ecbb05bd1df116b388dfce818a704ce3b45504536e71478dbb35484478a89,didn't,baseline,2,True,True,1,1,already_top3,-0.6754875183105469,day,-2.5765533447265625,1.9010658264160156,265,265,False,,
blogs,289ecbb05bd1df116b388dfce818a704ce3b45504536e71478dbb35484478a89,didn't,beam16,2,True,True,1,1,already_top3,-0.6754875183105469,day,-2.5765533447265625,1.9010658264160156,392,392,False,,
blogs,27b71126ec92112afb54eb000137182029bfcd0ebc3d6dbd6cd6d9483e3a4234,make,baseline,1,True,True,84,84,covered_below_top3,-8.045360565185547,i,-5.6777496337890625,-2.3676109313964844,239,239,False,,
blogs,27b71126ec92112afb54eb000137182029bfcd0ebc3d6dbd6cd6d9483e3a4234,make,beam16,1,True,True,84,84,covered_below_top3,-8.045360565185547,i,-5.6777496337890625,-2.3676109313964844,367,367,False,,
blogs,ddede43370fa553ae2705c278f52107fabdba65412378756953c6d27913bcf0a,dead,baseline,1,True,True,12,12,covered_below_top3,-5.900785446166992,one,-1.6177825927734375,-4.283002853393555,257,257,False,,
blogs,ddede43370fa553ae2705c278f52107fabdba65412378756953c6d27913bcf0a,dead,beam16,1,True,True,12,12,covered_below_top3,-5.900785446166992,one,-1.6177825927734375,-4.283002853393555,385,385,False,,
blogs,5918f37fca3c7089c9f83756790ef55fa02549c3383a53e67e7ec28401bb412b,your,baseline,1,True,True,3,3,already_top3,-1.8706016540527344,a,-1.9329032897949219,0.0623016357421875,261,261,True,3,0.07193374633789062
blogs,5918f37fca3c7089c9f83756790ef55fa02549c3383a53e67e7ec28401bb412b,your,beam16,1,True,True,3,3,already_top3,-1.8706016540527344,a,-1.9329032897949219,0.0623016357421875,389,389,True,3,0.07193374633789062
blogs,2a2c45f7d25bf1f3be66a95a02a88f42d3b03e2016e5bce15e735cc9c26910a8,excited,baseline,1,True,True,1,1,already_top3,-0.3486213684082031,hoping,-4.051658630371094,3.7030372619628906,256,256,False,,
blogs,2a2c45f7d25bf1f3be66a95a02a88f42d3b03e2016e5bce15e735cc9c26910a8,excited,beam16,1,True,True,1,1,already_top3,-0.3486213684082031,hoping,-4.051658630371094,3.7030372619628906,384,384,False,,
blogs,1b318a52a1fc587e9425cc21811759c771ea51381d41a018d6a4bd3d02cc45ae,that,baseline,1,True,True,1,1,already_top3,-1.72003173828125,what,-2.794248580932617,1.0742168426513672,257,257,False,,
blogs,1b318a52a1fc587e9425cc21811759c771ea51381d41a018d6a4bd3d02cc45ae,that,beam16,1,True,True,1,1,already_top3,-1.72003173828125,what,-2.794248580932617,1.0742168426513672,385,385,False,,
blogs,580589c89a508ed2f4b1766886ba623bec667f18bbb282189b3d36ecd412209c,gorgeous,baseline,1,True,True,47,47,covered_below_top3,-5.722095489501953,a,-3.6461009979248047,-2.0759944915771484,257,257,False,,
blogs,580589c89a508ed2f4b1766886ba623bec667f18bbb282189b3d36ecd412209c,gorgeous,beam16,1,True,True,47,47,covered_below_top3,-5.722095489501953,a,-3.6461009979248047,-2.0759944915771484,385,385,False,,
blogs,50b9d5391f73c1fe0c14b262ff5abeb64fa1e880491b3cdf9736900d8f29a7a3,them,baseline,1,True,True,1,1,already_top3,-0.23904800415039062,the,-3.614276885986328,3.3752288818359375,256,256,False,,
blogs,50b9d5391f73c1fe0c14b262ff5abeb64fa1e880491b3cdf9736900d8f29a7a3,them,beam16,1,True,True,1,1,already_top3,-0.23904800415039062,the,-3.614276885986328,3.3752288818359375,384,384,False,,
blogs,929846bf043468a80ab4f13004e997e29b18248e39cd61f60c2f2483e82ae9d9,pop,baseline,1,True,False,,251,missing_still_below_top3,-9.297685623168945,family,-4.508739471435547,-4.788946151733398,259,260,False,,
blogs,929846bf043468a80ab4f13004e997e29b18248e39cd61f60c2f2483e82ae9d9,pop,beam16,1,True,False,,265,missing_still_below_top3,-9.297685623168945,family,-4.508739471435547,-4.788946151733398,387,388,False,,
blogs,361aa83793b17e1cb64a7e78bebe2c9dde88d0751b7ef508242823501bf26cf1,is,baseline,1,True,True,2,2,already_top3,-2.1214542388916016,will,-3.0588855743408203,0.9374313354492188,258,258,False,,
blogs,361aa83793b17e1cb64a7e78bebe2c9dde88d0751b7ef508242823501bf26cf1,is,beam16,1,True,True,2,2,already_top3,-2.1214542388916016,will,-3.0588855743408203,0.9374313354492188,386,386,False,,
blogs,0ec1f7437566873287fb4ce2337545d15b04fc9859d7c9df732eaf3828b639ff,and,baseline,1,True,True,1,1,already_top3,-1.2484130859375,the,-3.8425846099853516,2.5941715240478516,255,255,False,,
blogs,0ec1f7437566873287fb4ce2337545d15b04fc9859d7c9df732eaf3828b639ff,and,beam16,1,True,True,1,1,already_top3,-1.2484130859375,to,-3.1862010955810547,1.9377880096435547,383,383,False,,
blogs,8a408670d1fffe106c3249c50114ed0ee76b8aba4d1cea1ba97bbef380613c9a,transformed,baseline,1,True,True,2,2,already_top3,-1.9981117248535156,now,-3.2797813415527344,1.2816696166992188,258,258,False,,
blogs,8a408670d1fffe106c3249c50114ed0ee76b8aba4d1cea1ba97bbef380613c9a,transformed,beam16,1,True,True,2,2,already_top3,-1.9981117248535156,now,-3.2797813415527344,1.2816696166992188,386,386,False,,
blogs,d3aa691ddc018a6d5fadf674929c511806af19a69aa261d8c173c0ea587b5c3f,she,baseline,1,True,True,1,1,already_top3,-2.4652442932128906,so,-3.3143348693847656,0.849090576171875,262,262,False,,
blogs,d3aa691ddc018a6d5fadf674929c511806af19a69aa261d8c173c0ea587b5c3f,she,beam16,1,True,True,1,1,already_top3,-2.4652442932128906,so,-3.3143348693847656,0.849090576171875,390,390,False,,
blogs,59d0f2409d827263bcda66b91fcabe32b1ef885a9550d6898df2a271a5ec034d,isn't,baseline,2,True,False,,200,missing_still_below_top3,-8.926109313964844,day,-3.9204063415527344,-5.005702972412109,259,260,False,,
